Class Index,Title,Description,desc_length,clean_desc
1,Pinochet charged with murder,A Chilean judge has formally charged former dictator Augusto Pinochet with murder and kidnapping in one of many pending cases related to human rights abuses during his 17-year rule.,29,chilean judg formal charg former dictat augusto pinochet murder kidnap one mani pend case relat human right abus 17year rule
2,Beckham ready to return for Real Madrid,"David Beckham should be fit to return to action for Real Madrid this weekend after a month out with a rib injury, the club said on their website on Wednesday.",30,david beckham fit return action real madrid weekend month rib injuri club said websit wednesday
3,Wal-Mart to open up to 15 stores in China next year,"Wal-Mart Stores Inc, the world #39;s largest retailer, said it plans to open as many as 15 new stores in China next year, expanding in the world #39;s fastest-growing economy as the government lifts curbs on foreign store operators.",39,walmart store inc world 39 largest retail said plan open mani 15 new store china next year expand world 39 fastestgrow economi govern lift curb foreign store oper
3,S amp;P revises outlook for India #39;s currency rating,"Mumbai, Aug. 23. (PTI): Revising the outlook on India #39;s long-term foreign currency and local currency ratings, Standard  amp; Poor #39;s Ratings Services today warned that the local currency rating could be lowered ",33,mumbai aug 23 pti revis outlook india 39 longterm foreign currenc local currenc rate standard amp poor 39 rate servic today warn local currenc rate could lower
3,Oil prices decline sharply,Oil prices fell sharply yesterday after briefly passing \$54 a barrel amid nagging concerns in the market that the global supply buffer is too thin to handle a significant output disruption.,31,oil price fell sharpli yesterday briefli pass 54 barrel amid nag concern market global suppli buffer thin handl signific output disrupt
1,Panama ex-president to sue Taiwan lawmakers over alleged bribes (AFP),AFP - Panama's former president Mireya Moscoso said she would file a libel suit against a group of Taiwanese lawmakers who accused her of receiving a one-million-dollar  quot;gift quot; from Taiwan President Chen Shui-bian.,34,afp panama former presid mireya moscoso said would file libel suit group taiwanes lawmak accus receiv onemilliondollar quotgift quot taiwan presid chen shuibian
1,Vanunu arrested by Israeli police,"Israeli former nuclear technician Mordechai Vanunu is arrested, seven months after release from jail.",14,isra former nuclear technician mordechai vanunu arrest seven month releas jail
2,"Jets: When it comes to November, Edwards is a fall guy","Following the Jets #39; 41-14 shellacking of the Dolphins Monday night, the Jets improved to 10-2 in November under Edwards, who has the best winning percentage in that month among active NFL coaches with a minimum of 10 games.",39,follow jet 39 4114 shellack dolphin monday night jet improv 102 novemb edward best win percentag month among activ nfl coach minimum 10 game
2,World Stars lose 6-1 to Swedish Elite League club,"Goalie Dominik Hasek and the World Stars team of NHL barnstormers lost 6-1 Thursday to Swedish Elite League club Farjestad. Ray Whitney of the Detroit Red Wings scored the World Stars #39; goal before a crowd of 6,037.",38,goali dominik hasek world star team nhl barnstorm lost 61 thursday swedish elit leagu club farjestad ray whitney detroit red wing score world star 39 goal crowd 6037
4,Oracle to Splash ECM Market with  #39;Tsunami #39;,"It #39;s no secret that Oracle (Quote, Chart) has been considering a dip in the enterprise content management well, especially after companies like Microsoft (Quote, Chart), IBM (Quote, Chart) and EMC (Quote, Chart) made such a splash in the sector over the ",42,39 secret oracl quot chart consid dip enterpris content manag well especi compani like microsoft quot chart ibm quot chart emc quot chart made splash sector
4,"EMC, Sun tout compliance wares","EMC Corp. claims it has hit over 1,000 users and shipped more than 30 petabytes (30,000 TB) of storage capacity since the introduction of its Centera product in April 2002.",30,emc corp claim hit 1000 user ship 30 petabyt 30000 tb storag capac sinc introduct centera product april 2002
4,Bill Gates Inundated with Spam,"Steve Ballmer said he, too, is among the most spammed people in the world because he gives out his e-mail address in nearly every speech he makes.",27,steve ballmer said among spam peopl world give email address nearli everi speech make
1,Musharraf to meet Singh at the UN,The leaders of India and Pakistan are heading to the US this week for their first face-to-face meeting. They will meet on the sidelines of the United Nations General Assembly.,30,leader india pakistan head us week first facetofac meet meet sidelin unit nation gener assembl
2,Larsson surgery blow,"Swedish striker Henrik Larsson is expecting his injury, sustained on the weekend playing for Barcelona against Real Madrid, to lead to surgery.",22,swedish striker henrik larsson expect injuri sustain weekend play barcelona real madrid lead surgeri
2,Raptors big men key in ending Jazz win streak,"The Utah Jazz knew they were going to lose sometime, they just didn #39;t think it would be to guys named Chris Bosh and Loren Woods.",26,utah jazz knew go lose sometim 39t think would guy name chri bosh loren wood
2,Packers humiliated by Titans,"GREEN BAY, Wis. - Chris Brown had touchdown runs of 37 and 29 yards as the Tennessee Titans beat the stumbling Green Bay Packers 48-27 on Monday night.",28,green bay wi chri brown touchdown run 37 29 yard tennesse titan beat stumbl green bay packer 4827 monday night
4,New Aibo is a dancing fool,Latest incarnation of Sony's robot hound is a four-legged MP3 player. It'll also fetch pictures while you're away.,18,latest incarn soni robot hound fourleg mp3 player itll also fetch pictur your away
4,McAfee updates target 'phishing',"New versions of SpamKiller and personal firewall aim to hook phishers, as online fraud continues to grow.",17,new version spamkil person firewal aim hook phisher onlin fraud continu grow
2,Murtagh a stickler for success,Northeastern field hockey coach Cheryl Murtagh doesn't want the glare of the spotlight that shines on her to detract from a team that has been the America East champion for the past three years and has been to the NCAA tournament 13 times.,43,northeastern field hockey coach cheryl murtagh doesnt want glare spotlight shine detract team america east champion past three year ncaa tournament 13 time
4,Microsoft Ready to Remove Media Player,Software giant will follow court orders and comply with EU's demands if necessary.,13,softwar giant follow court order compli eu demand necessari
3,Sears Shares Soar as Vornado Boosts Stake," NEW YORK (Reuters) - Sears, Roebuck   Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=S.N target=/stocks/quickinfo/fullquote""&gt;S.N&lt;/A&gt; shares  jumped as much as 25 percent on Friday after real estate  company Vornado Realty Trust &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=VNO.N target=/stocks/quickinfo/fullquote""&gt;VNO.N&lt;/A&gt; said it raised its stake  in the retailer, a step that could lead Sears convert some of  its real estate assets into cash.",52,new york reuter sear roebuck co lta hrefhttpwwwinvestorreuterscomfullquoteaspxtickersn targetstocksquickinfofullquotegtsnltagt share jump much 25 percent friday real estat compani vornado realti trust lta hrefhttpwwwinvestorreuterscomfullquoteaspxtickervnon targetstocksquickinfofullquotegtvnonltagt said rais stake retail step could lead sear convert real estat asset cash
1,16 including 3 Polish soldiers killed in Iraq,BAGHDAD: At least 16 people including one US Marine and three Polish soldiers were killed in violence across Iraq on Wednesday. A bomb exploded near the office of a senior Shiite cleric in Karbala on Wednesday ,36,baghdad least 16 peopl includ one us marin three polish soldier kill violenc across iraq wednesday bomb explod near offic senior shiit cleric karbala wednesday
4,SpaceShipOne Completes First of Two X Prize Flights (Update1),"SpaceShipOne, financed by Microsoft Corp. co-founder Paul Allen and built by aviation pioneer Burt Rutan, rocketed 62 miles over the California desert, completing the first half of ",27,spaceshipon financ microsoft corp cofound paul allen built aviat pioneer burt rutan rocket 62 mile california desert complet first half
1,Afghan Vice Presidential Candidate Survives a Bomb Blast,Afghan President Hamid Karzai #39;s running mate in Saturday #39;s presidential election escaped unhurt when a bomb exploded near his convoy in the northern city of Faizabad.,27,afghan presid hamid karzai 39 run mate saturday 39 presidenti elect escap unhurt bomb explod near convoy northern citi faizabad
4,Q A: Cognos CEO calls business intelligence ROI a 'fuzzy' metric,Cognos CEO Rob Ashe says companies are demanding a more tangible means of measuring the return on their business intelligence investment.,21,cogno ceo rob ash say compani demand tangibl mean measur return busi intellig invest
3,"UPDATE 2-KCS buys control of Mexico railroad, resolves spat","US transport group Kansas City Southern has agreed to buy a controlling stake in Mexico #39;s busiest railroad in a deal worth at least \$550 million, ending a bitter legal dispute with Mexican company TMM.",35,us transport group kansa citi southern agre buy control stake mexico 39 busiest railroad deal worth least 550 million end bitter legal disput mexican compani tmm
2,"Carolina, Clemson fans square off in annual gift of life #39; &lt;b&gt;...&lt;/b&gt;","CORDOVA - Collegiate loyalties run deep, and there #39;s no school rivalry any more intense than the one between the Clemson University Tigers and the University of South Carolina Gamecocks, whose fans are even willing to bleed for their teams.",40,cordova collegi loyalti run deep 39 school rivalri intens one clemson univers tiger univers south carolina gamecock whose fan even will bleed team
2,Drawn and Quartered,It wasn #39;t supposed to end like this for Pau Gasol and Spain. Not after the way things were going in this Olympics. The Spaniards finished group play an undefeated 5-0 ,31,39t suppos end like pau gasol spain way thing go olymp spaniard finish group play undef 50
2,Keane and Vieira in OT fitness race,Arsenal captain Patrick Vieira and Manchester United skipper Roy Keane are both battling to be fit for Sunday #39;s Premiership showdown at Old Trafford.,24,arsen captain patrick vieira manchest unit skipper roy kean battl fit sunday 39 premiership showdown old trafford
4,E-mail scam plays on US elections,People are being warned about a scam e-mail which uses the US presidential poll to part them from their cash.,20,peopl warn scam email use us presidenti poll part cash
4,HP drops plans to put Compaq technology into HP-UX,"Hewlett-Packard(HP) has abandoned plans to integrate a number of advanced technologies it acquired in its 2002 purchase of Compaq into its flagship HP-UX operating system. The Palo Alto, California, computer maker has instead decided to partner with Veritas Software to bring new file system and clustering capabilities to its Unix software, the two companies announced Thursday.",56,hewlettpackardhp abandon plan integr number advanc technolog acquir 2002 purchas compaq flagship hpux oper system palo alto california comput maker instead decid partner verita softwar bring new file system cluster capabl unix softwar two compani announc thursday
3,Staff layoff deal for Alitalia,"Unions and executives at Italy's Alitalia reach a deal with the government on layoffs, opening the way for a wholesale restructuring.",21,union execut itali alitalia reach deal govern layoff open way wholesal restructur
1,The idea of Pakistan,I was present at the Pakistan National Assembly session in Islamabad when the bill authorising President Pervez Musharraf to retain his uniform was introduced in the House.,27,present pakistan nation assembl session islamabad bill authoris presid pervez musharraf retain uniform introduc hous
1,Two Hamas militants killed in Gaza airstrike,"Two members of Izzedin al Qassam Brigades, the armed wing of the Islamic Resistance Movement (Hamas), were killed on Saturday evening in an Israeli airstrike on their car that drove ",30,two member izzedin al qassam brigad arm wing islam resist movement hama kill saturday even isra airstrik car drove
4,Dell Sees Market Gains with New Compact Servers," NEW YORK (Reuters) - Dell will begin offering on Monday new  ""blade"" servers at prices it says will bring the ultra-compact  computers into the business mainstream and allow it to grab  market share from rivals HP and IBM.",38,new york reuter dell begin offer monday new blade server price say bring ultracompact comput busi mainstream allow grab market share rival hp ibm
2,Cavaliers Pick Up Gooden 2005-06 Option (AP),"AP - The Cleveland Cavaliers picked up Drew Gooden's contract option for 2005-06, hoping the forward will take the spot vacated by departed free agent Carlos Boozer.",27,ap cleveland cavali pick drew gooden contract option 200506 hope forward take spot vacat depart free agent carlo boozer
1,UK #39;s Blair to Put Africa at Heart of the G-8 Agenda in 2005,UK Prime Minister Tony Blair this week will put efforts to curb disease and poverty in Africa at the center of the agenda of the Group of Eight industrial nations next year.,32,uk prime minist toni blair week put effort curb diseas poverti africa center agenda group eight industri nation next year
4,Steel yourself for  #39;Grand Theft Auto #39;," quot;Grand Theft Auto: San Andreas quot; revved into stores last week, promising its millions of fans another round of electronic mayhem.",21,quotgrand theft auto san andrea quot rev store last week promis million fan anoth round electron mayhem
3,Update 1: Proposed Bailout of Trump Casinos Shelved,Donald J. Trump may have a new project for his apprentices - helping him try to figure out how to take his troubled casino company private after a proposed bailout fell through.,32,donald j trump may new project apprentic help tri figur take troubl casino compani privat propos bailout fell
4,Restoration Said May Help Gulf of Maine (AP),"AP - Improved fish passage on the Penobscot River and recovery of a salt marsh on the west branch of the Pleasant River could bring environmental benefits to the Gulf of Maine, according to a new report.",37,ap improv fish passag penobscot river recoveri salt marsh west branch pleasant river could bring environment benefit gulf main accord new report
4,Enterprise Security Adobe Patches Acrobat Vulnerabilities,Adobe has issued a patch for Acrobat Reader to correct a vulnerability that could allow an atacker to take over a user #39;s system with an infected PDF file.,29,adob issu patch acrobat reader correct vulner could allow atack take user 39 system infect pdf file
1,"Congress Sends Bush Tax Cut Bill, Victory","WASHINGTON - Legislation extending three popular middle-class tax cuts for the rest of the decade sailed through Congress by lopsided votes in both the House and Senate, giving President Bush a major legislative victory on his signature economic issue, tax relief.    Many Democrats complained during debate Thursday that the majority Republicans who control Congress should have offset the lost revenue to keep the nation's soaring deficits from getting worse...",69,washington legisl extend three popular middleclass tax cut rest decad sail congress lopsid vote hous senat give presid bush major legisl victori signatur econom issu tax relief mani democrat complain debat thursday major republican control congress offset lost revenu keep nation soar deficit get wors
1,Soldier killed in Iraq convoy crash,The bulk of an 850-strong group of British troops are gathering near their new base in a US-controlled area of Iraq. Soldiers from the Black Watch regiment will join up with the first wave of their colleagues ,37,bulk 850strong group british troop gather near new base uscontrol area iraq soldier black watch regiment join first wave colleagu
3,Japanese Bonds Fall as US Sales Figures Damp Export Concern,"Japanese 10-year bonds fell after the US government said retail sales rose more than expected last month, damping concern demand for Japan #39;s goods will slow.",26,japanes 10year bond fell us govern said retail sale rose expect last month damp concern demand japan 39 good slow
3,Elpida Advances as Shares Start Trading in Tokyo (Update2),"Shares of Elpida Memory Inc., Japan #39;s sole large-scale producer of memory chips, rose on their first day of trading in Tokyo on investors #39; expectations a focus on consumer electronics ",31,share elpida memori inc japan 39 sole largescal produc memori chip rose first day trade tokyo investor 39 expect focu consum electron
2,BRITISH PEOPLE HELPED ME WIN IN NEW YORK,PAULA RADCLIFFE last night paid tribute to the  quot;incredible support quot; which helped her overcome her Olympic nightmare. Radcliffe fought back from her Athens heartbreak to win the New York Marathon ,31,paula radcliff last night paid tribut quotincred support quot help overcom olymp nightmar radcliff fought back athen heartbreak win new york marathon
4,RIAA files 761 new file-trading lawsuits,"The Recording Industry Association of America (RIAA) has filed new lawsuits against 761 people who allegedly use peer-to-peer (P-to-P) software to trade music files without permission, the trade group announced Thursday.",31,record industri associ america riaa file new lawsuit 761 peopl allegedli use peertop ptop softwar trade music file without permiss trade group announc thursday
3,US FDA to Review Post-Market Safety Checks,"The US Food and Drug Administration (news - web sites) on Friday asked an outside group to review the way the agency monitors safety risks of medicines after they hit the market, such as Merck  amp; Co.",37,us food drug administr news web site friday ask outsid group review way agenc monitor safeti risk medicin hit market merck amp co
4,Amazon's A9 Reaches Beyond Google's Basics (washingtonpost.com),washingtonpost.com - Amazon.com is trying to out-Google the king of Internet search with a new site that puts a fancy face on Google's plain-Jane search results.,26,washingtonpostcom amazoncom tri outgoogl king internet search new site put fanci face googl plainjan search result
1,The twin challenges in Palestine and other Arab countries,"The Palestinian intifada marked the completion of its fourth consecutive year yesterday, and, not surprisingly, Palestinian street anger is directed these days at both the Israelis for their brutal occupation and at Yasser Arafat #39;s incompetent and often ",38,palestinian intifada mark complet fourth consecut year yesterday surprisingli palestinian street anger direct day isra brutal occup yasser arafat 39 incompet often
2,Orioles' Bedard Won't Pitch Again in 2004 (AP),AP - Orioles rookie left-hander Erik Bedard has been shut down for the remainder of the year after pitching more than 133 innings in his first full season following elbow ligament replacement surgery.,33,ap oriol rooki lefthand erik bedard shut remaind year pitch 133 inning first full season follow elbow ligament replac surgeri
1,Bush leaves for overnight trip to Canada in effort to force closer ties (Canadian Press),Canadian Press - WASHINGTON (CP) - President George W. Bush left early Tuesday for his first official visit to Canada since he was re-elected in an effort to forge friendlier ties.,31,canadian press washington cp presid georg w bush left earli tuesday first offici visit canada sinc reelect effort forg friendlier tie
1,Israel Urged to Limit Military Response (AP),AP - The State Department called on Israel Friday to limit its military response to a rocket attack by Hamas that killed two small Israeli children.,26,ap state depart call israel friday limit militari respons rocket attack hama kill two small isra children
4,Web sites agree to be accessible to blind,"In one of the first enforcement actions of the Americans with Disabilities Act on the Internet, two major travel services have agreed to make sites more accessible to the blind and visually impaired.",33,one first enforc action american disabl act internet two major travel servic agre make site access blind visual impair
1,Bomb scare forces Singapore plane to UK,A Singapore Airlines plane flying to New York from Frankfurt has been diverted to Manchester airport after a bomb threat. The Boeing 747-400 landed safely at around 11.,28,singapor airlin plane fli new york frankfurt divert manchest airport bomb threat boe 747400 land safe around 11
1,Car Bomber Attacks Near Baghdad Green Zone (Reuters),"Reuters - A suspected suicide car bomb detonated\near a police station beside the protected Green Zone in\Baghdad on Saturday, the latest strike in a guerrilla campaign\to undermine Iraq's inexperienced security forces.",31,reuter suspect suicid car bomb detonatednear polic station besid protect green zone inbaghdad saturday latest strike guerrilla campaignto undermin iraq inexperienc secur forc
1,Bomb explodes at Shiite mosque in Pakistan,"ISLAMABAD, Pakistan -- A bomb exploded Sunday at a Shiite mosque in the eastern city of Lahore, injuring several people, police said.",22,islamabad pakistan bomb explod sunday shiit mosqu eastern citi lahor injur sever peopl polic said
3,"Update 2: DaimlerChrysler, Ford to Invest in Ballard",Fuel cell maker Ballard Power Systems Inc. on Friday said it exercised its right to call a 55 million Canadian dollar (\$44.6 million) investment from DaimlerChrysler AG and Ford Motor Co.,31,fuel cell maker ballard power system inc friday said exercis right call 55 million canadian dollar 446 million invest daimlerchrysl ag ford motor co
4,PDA market in downward spiral reports IDC,palmOne is at the head of a downward spiral of the PDA market according to research group IDC. IDC #39;s figures showed a 8.7 per cent slump year on year for the third quarter of 2004 - the third successive quarter of year on year decline.,46,palmon head downward spiral pda market accord research group idc idc 39 figur show 87 per cent slump year year third quarter 2004 third success quarter year year declin
2,The railroading of Ron Artest,"I am not about to condone the Indiana Pacer #39;s behavior for charging into the stands and swinging at some Detroit Piston fans. As a professional and public figure, he has a responsibility to take the high road with unruly fans.",41,condon indiana pacer 39 behavior charg stand swing detroit piston fan profession public figur respons take high road unruli fan
1,Two Marines Killed in Fallujah,"Two Marines killed, three wounded by insurgents during house-clearing in Fallujah.",11,two marin kill three wound insurg houseclear fallujah
3,Stonecipher pushes to end Airbus aid,The chief executive of Boeing Co. says his efforts to end government aid programs for rival aircraft manufacturer Airbus SAS are intended to head off a wider trans-Atlantic dispute over subsidies that could end up at the World Trade Organization.,40,chief execut boe co say effort end govern aid program rival aircraft manufactur airbu sa intend head wider transatlant disput subsidi could end world trade organ
3,SBC and Microsoft Plan IP TV Service,"SBC Communications SBC.N on Wednesday said it reached a 10-year, \$400 million deal with Microsoft Corp. MSFT.O to provide next-generation television services.",22,sbc commun sbcn wednesday said reach 10year 400 million deal microsoft corp msfto provid nextgener televis servic
2,Busch wins Ford 400 pole,"HOMESTEAD, Fla. - Kurt Busch wanted everyone else in contention to win the Nextel Cup Series championship to chase him in the Ford 400.",24,homestead fla kurt busch want everyon els content win nextel cup seri championship chase ford 400
2,Hamm #39;s case to keep gold goes to arbitrators,"As he headed by car to JFK airport Saturday evening to fly to Lausanne, Switzerland, to defend his Olympic all-around championship before the Court of Arbitration for Sport, gymnast Paul Hamm was calm and collected.",35,head car jfk airport saturday even fli lausann switzerland defend olymp allaround championship court arbitr sport gymnast paul hamm calm collect
2,Olympics-Henin sets gold standard in thrilling comeback,Justine Henin-Hardenne staged one of the greatest comebacks of her career to fight back from 5-1 down in the final set and beat French Open champion Anastasia Myskina ,28,justin heninhardenn stage one greatest comeback career fight back 51 final set beat french open champion anastasia myskina
2,Cardinals #39; Kline hopes to return,"Houston- Although the index finger on his throwing hand was so stiff Saturday he couldn #39;t bend it, St. Louis Cardinals reliever Steve Kline is still hoping to pitch again this postseason.",32,houston although index finger throw hand stiff saturday 39t bend st loui cardin reliev steve kline still hope pitch postseason
1,Kenyan to collect Nobel prize,"Kenyan environmentalist Wangari Maathai is to be presented with the Nobel Peace Prize for 2004 at a ceremony in Oslo. Professor Maathai, also Kenya #39;s deputy environment minister, is the first African woman ",33,kenyan environmentalist wangari maathai present nobel peac prize 2004 ceremoni oslo professor maathai also kenya 39 deputi environ minist first african woman
2,Bolton seek cheap Diouf deal,"The Liverpool striker is on a season-long loan deal at the Reebok Stadium from Liverpool, yet is currently at the centre of a spitting controversy involving Arjen De Zeeuw.",29,liverpool striker seasonlong loan deal reebok stadium liverpool yet current centr spit controversi involv arjen de zeeuw
2,IOC warns against venue delays,"Beijing should not wait too long to complete venues for the 2008 Olympics, a top official from the International Olympic Committee said in the capital yesterday.",26,beij wait long complet venu 2008 olymp top offici intern olymp committe said capit yesterday
1,"PM backs curfews, booze bans",PRIME Minister John Howard has backed curfews and alcohol bans for Aboriginal communities where leaders want to put them in place.,21,prime minist john howard back curfew alcohol ban aborigin commun leader want put place
1,Australian wildlife authorities fight to save stranded whales,Wildlilfe authorities in Australia are concerned by the beaching of dozens of whales in two separate incidents in waters off the state of Tasmania.,24,wildlilf author australia concern beach dozen whale two separ incid water state tasmania
1,Powell sees urgency in N. Korean nuclear talks,"Previously citing a  quot;sense of urgency quot; on North Korea issues, US Secretary of State Colin Powell headed into Seoul yesterday from China for a two-day visit to discuss international and bilateral affairs.",33,previous cite quotsens urgenc quot north korea issu us secretari state colin powel head seoul yesterday china twoday visit discuss intern bilater affair
3,Judge grants Stewart request,"NEW YORK - A federal judge Tuesday granted Martha Stewart #39;s request to go to prison as soon as possible, ordering her to report by 2 pm Oct. 8. In an order signed Tuesday, US District Court Judge Miriam Cedarbaum ",40,new york feder judg tuesday grant martha stewart 39 request go prison soon possibl order report 2 pm oct 8 order sign tuesday us district court judg miriam cedarbaum
4,New Google Service May Strain Old Ties in Bookselling,Allowing consumers to search the content of books online could shift the balance of power between companies that produce books and those that sell them.,25,allow consum search content book onlin could shift balanc power compani produc book sell
4,Symbol rolls out enterprise digital assistant,Symbol Technologies has unveiled a multi-function enterprise digital assistant handheld device targeting mobile professionals requiring real-time access to corporate systems while on the move.,24,symbol technolog unveil multifunct enterpris digit assist handheld devic target mobil profession requir realtim access corpor system move
2,UHL Hockey Team Owner Faces Assault Charge (AP),"AP - A minor league hockey referee wants assault charges dropped against a team owner who he claimed punched him last week, but prosecutors won't drop the case.",28,ap minor leagu hockey refere want assault charg drop team owner claim punch last week prosecutor wont drop case
4,IBM offers companies monthly security report,"OCTOBER 25, 2004 (IDG NEWS SERVICE) - IBM today introduced a security service that offers a concise, monthly global-network threat report designed to help organizations assess security needs and vulnerabilities from a business perspective.",34,octob 25 2004 idg news servic ibm today introduc secur servic offer concis monthli globalnetwork threat report design help organ assess secur need vulner busi perspect
1,"Hong Kong Authorities Say Sorry for Blunders, Poll Fair"," HONG KONG (Reuters) - Hong Kong authorities defended  themselves on Wednesday against complaints of poor organization  of Sunday's legislative election, and insisted the poll was  open and honest.",28,hong kong reuter hong kong author defend wednesday complaint poor organ sunday legisl elect insist poll open honest
2,Browns' Suggs Impatient to Start (AP),"AP - Waiting has become a part-time job for Lee Suggs, one he'd like to quit for good.",18,ap wait becom parttim job lee sugg one hed like quit good
4,"On red planet of life, blue screens of death","Evidence from busy rovers suggests one-time presence of water, but system reboots almost dried up the sea of data.",19,evid busi rover suggest onetim presenc water system reboot almost dri sea data
2,Cavs Dunk Bobcats,LeBron James slams down a windmill dunk late in the second quarter and Cleveland never looks back in a 106-89 victory over Charlotte on Thursday night.,26,lebron jame slam windmil dunk late second quarter cleveland never look back 10689 victori charlott thursday night
1,North Korea set to allow return for British civil rights &lt;b&gt;...&lt;/b&gt;,North Korea yesterday signalled that it may decide to lift the veil on some of its human rights violations after being challenged to allow the inspection of one of the country #39;s notorious prison ,34,north korea yesterday signal may decid lift veil human right violat challeng allow inspect one countri 39 notori prison
1,Bird flu spreads to pigs,24/08/2004 - Authorities in China are trying to calm fears over the spread of the deadly avian influenza strain H5N1 to pigs by stating that recent tests carried out on pig farms in the country have shown that the animals are now clear of the disease.,46,24082004 author china tri calm fear spread deadli avian influenza strain h5n1 pig state recent test carri pig farm countri shown anim clear diseas
2,"Pippen retires as one of game #39;s best, not one of its most loved","He had a body straight out of an NBA laboratory and a face like a Peruvian sun god. He was a versatile Swiss Army Knife who could shoot, pass and run the floor.",33,bodi straight nba laboratori face like peruvian sun god versatil swiss armi knife could shoot pass run floor
2,Safin crushes Nalbandian for fourth Masters win,"Marat Safin barged his way past Britain #39;s Tim Henman into sixth place in the race to qualify for next month #39;s Masters Cup in Houston by overpowering David Nalbandian, of Argentina ",32,marat safin barg way past britain 39 tim henman sixth place race qualifi next month 39 master cup houston overpow david nalbandian argentina
1,FSB asks media to be responsible in covering terrorist attacks,"MOSCOW, October 29 (Itar-Tass) -- The mass media must be invariably aware of their responsibility while covering terrorist attacks, FSB federal security service director Nikolai Patrushev told the State Duma on Friday.",32,moscow octob 29 itartass mass media must invari awar respons cover terrorist attack fsb feder secur servic director nikolai patrushev told state duma friday
2,Rooney will help my game - Saha,Manchester United striker Louis Saha says the arrival of Wayne Rooney will help him to improve his own game. Rooney arrived at Old Trafford in a 27million deal as a transfer deadline signing on Tuesday to ,36,manchest unit striker loui saha say arriv wayn rooney help improv game rooney arriv old trafford 27million deal transfer deadlin sign tuesday
3,US plans to break up \$13B Halliburton contract,"New York (dpa) - The US army plans within months to break up a 13-billion-dollar contract awarded to US company Halliburton to service troops in Iraq into at least six smaller contracts, according to a report Tuesday in The Wall Street Journal #39;s online ",44,new york dpa us armi plan within month break 13billiondollar contract award us compani halliburton servic troop iraq least six smaller contract accord report tuesday wall street journal 39 onlin
4,Flash memory abounds in PalmOne #39;s Tungsten T5,"OCTOBER 05, 2004 (IDG NEWS SERVICE) - PalmOne Inc. Monday unveiled a new version of its Tungsten-class personal digital assistant that is designed to protect data even when the device #39;s battery dies.",33,octob 05 2004 idg news servic palmon inc monday unveil new version tungstenclass person digit assist design protect data even devic 39 batteri die
4,HD-DVD Promotion Group Formed,"The HD-DVD Promotion Group will facilitate exchanges of information among hardware companies, device manufacturers and content firms, and organize joint promotion of HD-DVD to support early product launches and market expansion.",31,hddvd promot group facilit exchang inform among hardwar compani devic manufactur content firm organ joint promot hddvd support earli product launch market expans
4,Sony PSP Pushed Back to June 2005?,"August 18, 2004 - CNN #39;s latest Game Over column suggests that Sony may delay the US release of the PSP to June 2005: Activision CEO Bobby Kotick told investors yesterday that his company does not expect the PSP to launch in North America until the second ...",48,august 18 2004 cnn 39 latest game column suggest soni may delay us releas psp june 2005 activis ceo bobbi kotick told investor yesterday compani expect psp launch north america second
3,Update 2: IMF Predicts Strongest Growth in 3 Decades,The world economy this year should post its best growth in three decades even though oil prices are up sharply and economic activity in the United States probably will be slower than previously thought.,34,world economi year post best growth three decad even though oil price sharpli econom activ unit state probabl slower previous thought
4,Do Not Adjust Focus. Those Blobs Are Atoms.,"Scientists have produced the sharpest picture yet taken of atoms, with a resolution of roughly one 400-millionth of an inch.",20,scientist produc sharpest pictur yet taken atom resolut roughli one 400millionth inch
2,PONTING BACKS VAUGHAN #39;S MEN,Australia are backing England to go on to win the ICC Champions Trophy after losing their one-day stranglehold over their arch rivals yesterday.,23,australia back england go win icc champion trophi lose oneday stranglehold arch rival yesterday
4,Experts Say More People Should Take Statins,"(AP) -- Perhaps no medicine today is so widely regarded as a wonder drug as the cholesterol-lowering statin. From Zocor to Lipitor to Pravachol, statins are top sellers in a country where half of American adults have high cholesterol...",39,ap perhap medicin today wide regard wonder drug cholesterollow statin zocor lipitor pravachol statin top seller countri half american adult high cholesterol
2,Ice on jet #39;s wings may have been cause on Ebersol crash,Ice on wings may have caused Ebersol crash: Investigators said yesterday they were looking into whether ice on the wings or a mechanical problem contributed to the fiery crash of an executive jet that killed the 14-year-old son of NBC Sports chairman Dick ,43,ice wing may caus ebersol crash investig said yesterday look whether ice wing mechan problem contribut fieri crash execut jet kill 14yearold son nbc sport chairman dick
1,French leader backs cooperation with Britain but maintains stance &lt;b&gt;...&lt;/b&gt;,"Europe needs to become a power on the international stage, able to stand alongside the United States in shaping a fairer world order, President Jacques Chirac of France said last night.",31,europ need becom power intern stage abl stand alongsid unit state shape fairer world order presid jacqu chirac franc said last night
2,Seeing is believing with Red Sox,Boston pitcher Pedro Martinez holds up the championship trophy after the Red Sox defeated the St. Louis Cardinals 3-0 in Game 4 to win the World Series on Wednesday in St.,31,boston pitcher pedro martinez hold championship trophi red sox defeat st loui cardin 30 game 4 win world seri wednesday st
2, #39;04 Series has given us some sloppy baseball,To this point -- Boston up 3-0 on St. Louis at Tuesday #39;s press time -- the 2004 World Series has been a major league letdown. I had a feeling that the American League Championship Series was our true World Series.,41,point boston 30 st loui tuesday 39 press time 2004 world seri major leagu letdown feel american leagu championship seri true world seri
